Nodes;Addjested Nodes
2285453390;{2285453389,2285453387,}
2285453391;{2285453327,2285453393,}
2285453392;{2285453388,2285453389,}
2285453393;{2285453391,2285453395,}
2285453394;{2285453387,392983953,}
2285453395;{2285453393,2285453388,}
2285455059;{2285455066,2285455061,}
2285455061;{2285455059,2285455063,}
2285455063;{2285455061,392982715,}
2285455066;{392982703,392982705,2285455059,}
2293801606;{2893527990,2293801610,}
2293801610;{2293801606,2293801611,}
2293801611;{2293801610,392979676,}
2293801621;{1783547189,392986275,}
2295012469;{392980520,1693877763,}
2295012483;{1693877763,392980519,}
2295012533;{2295012553,392980517,}
2295012553;{1749893707,2295012533,}
2295012666;{1749893738,1749893707,}
2295012716;{1749893738,1749893770,}
2295012821;{2295012903,1749893770,}
2295012903;{2295012914,2295012821,}
2295012914;{1749893806,2295012903,}
2295012939;{1749893824,1749893810,}
2295013061;{1749893846,1749893824,}
2295013120;{2295013130,1749893848,}
2295013130;{2295013142,2295013120,}
2295013142;{1749893873,2295013130,}
2295013156;{392981251,1749893873,}
2313907593;{2313907611,392987176,}
2313907599;{2401366795,392987176,}
2313907602;{2313907611,2313907604,}
2313907604;{2313907602,3135041854,}
2313907611;{2313907593,2313907602,}
2313907613;{2451890439,1365159037,3135041854,}
2314319891;{2314319899,2391460711,392984962,}
2314319899;{392984939,392984962,2314319891,}
2314319901;{605671527,2314319906,}
2314319906;{605671523,2314319901,}
2314319912;{605671479,605671482,}
2314319925;{609503089,609503085,}
2314319930;{605671571,605671550,}
2314319942;{392985105,392984948,}
2314319944;{605671616,392984948,}
2314319952;{392985090,392983424,}
2314319954;{392985050,606489533,}
2314319957;{392984952,392984950,}
2314319958;{392984948,392984950,}
2314319973;{606489555,606489558,}
2314319985;{2314319997,606489555,}
2314319997;{606489584,2314319985,}
2314320000;{606489565,606489538,}
2314320041;{606489543,606489530,}
2314320050;{2314320057,606489544,}
2314320057;{2314320050,}
2314320074;{1995941618,2324328673,392983436,}
2314320079;{2324328709,392983436,}
2317888591;{2401365775,2401365687,}
2317888593;{2401365775,392980970,2317888595,}
2317888594;{536508194,392980970,392987200,}
2317888595;{2317888593,2317888597,}
2317888597;{2317888595,2317888608,}
2317888608;{2317888612,2317888597,2401366768,}
2317888612;{2317888608,392987852,}
2317888614;{609673507,392987852,}
2317998841;{2317998902,2317998881,392986545,}
2317998881;{2317998841,2896819451,}
2317998902;{3554932260,2317998841,}
2317998917;{2881628885,3263663864,2317998918,}
2317998918;{2881628884,2317998917,2317998919,}
2317998919;{2317998918,2107960407,}
2317998921;{2107960407,1406172346,}
2318160470;{2318160473,392984970,}
2318160473;{2329626071,2318160470,}
2318160564;{606605890,1163490059,2318160743,}
2318160743;{2318160564,}
2318160747;{2318160748,1163490059,}
2318160748;{606605892,2318160747,}
2318160798;{2318160804,606605898,}
2318160804;{392983424,2318160798,}
2318160835;{392983435,392983436,}
2322729749;{3271079661,1720973700,}
2322729752;{1720973831,1720973769,2322729754,}
2322729753;{2322729754,1720973851,}
2322729754;{2322729752,2322729757,2322729753,}
2322729755;{2322729756,1720973831,}
2322729756;{3060726440,2322729755,}
2322729757;{2322729764,2322729759,2322729754,}
2322729759;{2322729757,}
2322729764;{2322729757,2322729836,}
2322729836;{2322729764,}
2322729945;{1293805377,}
2322729966;{3141900075,392979114,}
2322729979;{1193385341,1187973198,}
2322729980;{1746555759,5406068028,1746555765,}
2322958899;{392978247,392978271,4112167569,}
2322958951;{2322959346,2322959243,4112167567,}
2322959243;{1300954653,392978247,2322958951,}
2322959291;{2322959346,}
2322959346;{2322959291,2322958951,}
2323095177;{606944808,606944806,}
2323095201;{606766699,606694451,}
2323914074;{1683422204,392982675,}
2323914086;{1194328159,2324325060,}
2323914089;{1665724502,1257612927,}
2323914090;{1194328160,2324321812,}
2324318079;{754033588,754033589,}
2324318223;{609648287,392985249,}
2324318495;{1176797333,392985246,}
2324318624;{606766625,606766634,}
2324318747;{392983329,1194286870,}
2324318831;{2324319100,606694347,392985167,}
2324319100;{392983317,2324318831,}
2324319226;{2324320177,}
2324319254;{2324319295,606694332,}
2324319295;{2324319746,2324319254,}
2324319746;{2324320121,2324319295,}
2324319800;{392985164,392983310,1194286870,}
2324319901;{392983356,392983349,2324319949,}
2324319949;{2324319901,2324320903,}
2324320121;{2324320140,2324319746,}
2324320140;{606694344,2324320121,}
2324320177;{2324319226,606489617,}
2324320404;{606489617,606489624,}
2324320581;{2324320784,606694318,}
2324320676;{2324320696,606694354,606694364,}
2324320696;{2324320676,}
2324320784;{606694322,2324320581,}
2324320852;{2324320903,2399320151,2399320147,}
2324320903;{2324319949,2324320852,2399320161,}
2324321035;{392983447,2324321050,}
2324321050;{2324321035,2324321098,}
2324321098;{2324321050,606694435,2324321660,}
2324321180;{392983352,606694446,}
2324321624;{606694435,606694418,}
2324321660;{2324321771,2324321098,}
2324321733;{609480294,1138845854,}
2324321756;{609503145,609503136,}
2324321771;{2324321660,}
2324321812;{2323914090,606694446,}
2324321951;{1684897832,609503138,}
2324322238;{2324322531,}
2324322288;{607953927,1995974269,}
2324322531;{2324322238,2324322621,}
2324322573;{2324322865,}
2324322599;{2324322621,2324322691,}
2324322621;{2324322531,2324322599,}
2324322691;{2324322599,2324322821,}
2324322821;{609480301,1684897844,2324322691,}
2324322865;{2324322573,2324322885,}
2324322885;{1684897865,1194328150,2324322865,}
2324323005;{1684897862,609480289,609480286,}
2324323252;{2324323420,2324323270,}
2324323270;{2324323252,2324323316,}
2324323316;{2324323270,2324323567,}
2324323420;{2324323844,2324323252,}
2324323567;{2324323316,1684897878,}
2324323587;{392982603,392982620,}
2324323612;{609480328,609480320,}
2324323631;{1684897890,}
2324323793;{392982674,392982678,}
2324323844;{2324323420,1684897902,1684897894,}
2324323897;{2324324186,2324324434,}
2324324186;{392982365,2324323897,}
2324324252;{2450654145,1194328156,2324324360,}
2324324360;{2324324413,2324324252,}
2324324376;{2450655775,1684897902,}
2324324413;{2324324360,}
2324324434;{392982367,392982366,2324323897,}
2324324468;{1290882877,392982627,2324324865,}
2324324531;{392982677,392982683,}
2324324794;{2324324865,2324325713,}
2324324865;{2324324468,2324325116,2324324794,}
2324325004;{392982683,4078030157,}
2324325060;{2323914086,392982617,2324325570,}
2324325083;{4078030161,2198220820,2324326211,}
2324325116;{2324324865,2324325398,}
2324325238;{392982617,392982630,2324325956,}
2324325335;{2198220820,2915026668,2324325777,}
2324325398;{2324325116,2324325631,}
2324325570;{2324326063,2324325060,}
2324325631;{2324325398,2324326160,2324326106,}
2324325713;{2915026668,2324324794,2324325933,}
2324325777;{4078030164,2324325335,}
2324325933;{2324325713,2324326234,}
2324325956;{2324326160,2324325238,}
2324325997;{4078030165,4078030161,}
2324326063;{2324326549,2324325570,}
2324326106;{2324326234,2324325631,}
2324326147;{4078030157,392982682,4078030167,}
2324326160;{2324325631,2324325956,}
2324326211;{2324325083,}
2324326234;{2324325933,2324326106,}
2324326461;{4078030174,4078030164,}
2324326549;{2324326968,2324326063,}
2324326887;{610276853,392982517,2351184909,2324327259,}
2324326968;{2324327043,2324326549,4078030172,}
2324327043;{2324327078,2324326968,}
2324327078;{2324327354,2324327043,4078030168,}
2324327259;{2324326887,2324327376,}
2324327302;{2324327749,}
2324327319;{2324327376,4078030174,}
2324327354;{4078030391,2324327078,}
2324327376;{2324327259,2324327319,}
2324327749;{2324327302,4078030403,}
2324327789;{4078030391,4078030418,}
2324327863;{2324327993,1831930619,}
2324327937;{2324328170,}
2324327993;{2324328355,2324328012,2324327863,}
2324328012;{4078030403,2324328116,2324327993,}
2324328116;{4078030441,2324328012,}
2324328170;{2324327937,4078030441,}
2324328355;{392982596,392982598,2324327993,}
2324328628;{609503136,1665724583,}
2324328673;{2314320074,392983425,}
2324328709;{606694324,2314320079,}
2326775744;{392987693,2441253636,}
2327099561;{392983519,607989830,}
2327099587;{607989837,607989829,}
2327099602;{392983463,392983464,}
2327099633;{607411223,392985249,}
2329626015;{392984304,2329626021,}
2329626021;{2329626015,607411235,}
2329626025;{392984304,392984970,}
2329626060;{392984970,392984333,}
2329626071;{1163490059,2318160473,}
2329626079;{1681444954,607411199,}
2329626095;{607411223,607953884,}
2329626123;{2329626133,392985247,}
2329626131;{392985240,609556985,}
2329626133;{392985246,2329626123,}
2329626160;{1407050709,607411204,2329626166,}
2329626163;{2329626181,2329626185,}
2329626166;{2329626185,2329626160,}
2329626181;{2329626163,}
2329626185;{2329626163,2329626166,}
2329626207;{392983464,1330992804,}
2329626213;{1407050732,606605768,}
2329706145;{606605749,613673792,2329706146,}
2329706146;{2329706145,609556965,}
2329706147;{606605749,392985259,}
2329706149;{392984455,}
2329706150;{1176808821,609648274,}
2329706152;{1191292957,2329706156,}
2329706156;{2329706152,1191292962,}
2329706165;{1330992804,609648279,2329706167,}
2329706167;{2329706168,2329706165,}
2329706168;{2329706167,}
2329706172;{609648277,1330992808,}
2329706176;{609648279,392983461,}
2329706178;{606944781,606944793,}
2329706180;{392983461,1290882894,}
2329706186;{3016045675,3016267606,}
2329706191;{1831963692,}
2329706196;{1176797365,3016267607,}
2329706198;{3016267607,1176797376,}
2329706212;{607989831,607989837,}
2329706223;{392982391,1306991497,}
2329706229;{1191292963,392982390,392982391,}
2331440015;{2331440039,2331440080,}
2331440039;{392983874,2331440015,}
2331440080;{2331440015,2331440128,}
2331440128;{392983874,2334118459,2331440080,}
2331717070;{2331717089,392979841,}
2331717089;{2331717070,2414341884,}
2333008499;{3099866751,1402935096,}
2333008501;{392979782,392979783,3099866751,}
2333008505;{2333008548,2898777178,}
2333008548;{2898777173,2333008505,}
2333008555;{472260561,611278695,}
2333008627;{471537424,611278768,2333008723,}
2333008645;{1402935100,610993910,}
2333008719;{1293805404,471537424,}
2333008720;{1379643902,1379643907,}
2333008723;{2333008627,2333008727,}
2333008725;{1293805402,1721429245,3058654833,}
2333008726;{611278768,1379643922,2333008738,}
2333008727;{2333008733,2333008723,}
2333008728;{2333008733,2333008730,}
2333008730;{2333008728,1720973488,}
2333008733;{2333008738,2333008728,2333008727,}
2333008738;{2333008739,2333008733,2333008726,}
2333008739;{2333008746,2333008738,}
2333008741;{611278701,611278708,}
2333008746;{392979143,392989881,2333008739,}
2333008747;{3271078263,1283717787,}
2333293696;{392983592,1163035471,}
2333293700;{2333293704,}
2333293702;{2333293703,2333293713,}
2333293703;{2333293702,}
2333293704;{2333293700,2333293711,}
2333293709;{2333293712,2333293721,}
2333293711;{2333293713,2333293715,2333293704,}
2333293712;{2333293729,2333293709,}
2333293713;{2333293702,2333293711,}
2333293715;{2333293711,2333293724,}
2333293717;{2333293723,392983545,2333293734,}
2333293721;{2333293709,392983527,}
2333293722;{392983608,392983605,}
2333293723;{392983527,2333293717,2333293755,}
2333293724;{2333293715,1556623623,}
2333293729;{2333293735,2333293712,}
2333293734;{2333293755,2333293753,2333293717,}
2333293735;{392983546,392983547,2333293729,}
2333293753;{2333293776,2333293734,}
2333293755;{2333293734,2333293783,2333293723,}
2333293763;{2333293769,}
2333293769;{392983527,2333293805,2333293763,}
2333293776;{2333293783,2333293753,2333293785,}
2333293783;{2333293776,2333293801,2333293755,}
2333293785;{2333293788,2333293776,}
2333293786;{2333293795,}
2333293788;{2333293801,2333293785,}
2333293795;{2333293786,2333293798,}
2333293798;{607989831,392982654,2333293795,}
2333293801;{2333293788,2333293783,}
2333293805;{2333293769,392982558,2333293859,}
2333293815;{2333293828,2333293817,}
2333293817;{2333293815,2333293820,}
2333293820;{2333293817,2333293831,}
2333293828;{2333293843,2333293815,}
2333293831;{2333293863,2333293820,2333293853,}
2333293843;{2333293863,2333293828,}
2333293852;{392982492,2333293853,2333293874,}
2333293853;{2333293852,2333293854,2333293831,}
2333293854;{2333293853,431392658,2333293875,}
2333293855;{431392658,392982490,2333293908,}
2333293857;{392982558,392982559,2333293902,}
2333293859;{2333293805,}
2333293863;{2333293831,2333293887,2333293843,}
2333293874;{2333293990,2333293852,}
2333293875;{2333293960,2333293854,}
2333293887;{392982560,392982492,2333293863,}
2333293888;{2333293894,}
2333293894;{2333293888,2333293910,2333293935,392982492,}
2333293895;{392982489,392982488,}
2333293896;{2333293925,392982559,}
2333293901;{2333293910,}
2333293902;{2333293920,2333293857,}
2333293908;{2333293909,2333293855,}
2333293909;{2333293918,2333293908,}
2333293910;{2333293894,2333293901,}
2333293911;{392982488,2333293944,}
2333293913;{2333293920,}
2333293918;{2333293940,2333293909,}
2333293920;{2333293913,2333293943,2333293902,}
2333293925;{2333293930,2333293896,}
2333293929;{2333293935,}
2333293930;{2333293938,2333293925,2333293980,}
2333293935;{2333293929,2333293954,2333293894,}
2333293937;{2333293943,}
2333293938;{2333293948,2333293930,}
2333293940;{2333293949,2333293918,}
2333293943;{2333293937,2333293958,2333293920,}
2333293944;{2333293911,2333293956,}
2333293947;{2333293954,}
2333293948;{2333293975,2333293938,}
2333293949;{392982397,2333293940,}
2333293953;{2333293958,}
2333293954;{2333293947,2333293974,2333293935,}
2333293956;{2333293944,392982397,}
2333293958;{2333293953,2333293970,2333293943,}
2333293960;{2333294001,2333293875,}
2333293965;{2333293974,}
2333293970;{2333293958,}
2333293974;{2333293965,2333293986,2333293954,}
2333293975;{2333293984,2333293948,}
2333293980;{2333293930,2333293984,}
2333293984;{2333293980,2333293975,}
2333293985;{2333293986,}
2333293986;{2333293985,2333293974,}
2333293990;{2333294002,2333293874,}
2333294001;{2333293960,}
2333294002;{2333293990,}
2334118459;{2331440128,392984030,2334118460,}
2334118460;{2334118461,2334118459,}
2334118461;{2334118460,5253565212,}
2334118468;{392982793,2334118469,}
2334118469;{2334118468,2334118475,}
2334118475;{2334118469,2334118478,}
2334118476;{2334118478,392982230,}
2334118478;{2334118475,2334118479,2334118476,}
2334118479;{2334118478,}
2340184848;{2416489196,2881628861,2340184849,}
2340184849;{2340184848,2484843728,}
2340315906;{2340315912,392982052,392984005,}
2340315907;{392982788,392982052,2340315912,}
2340315912;{2340315906,2340315907,}
2340358769;{392982057,392982016,392982011,}
2340364461;{3163380684,2340364481,}
2340364481;{392987817,2142351012,2340364461,}
2340364534;{2340364538,}
2340364538;{2142351015,2416489179,2340364534,}
2340375403;{2340375439,}
2340375439;{2340375403,2340375463,}
2340375463;{2340375439,2450643341,}
2350912849;{2351183098,2351183091,}
2350913401;{2350913504,}
2350913504;{2350913401,2350913809,}
2350913809;{2350913504,2350914382,}
2350914061;{607989841,392981743,}
2350914382;{1730696103,392981745,2350913809,}
2350914695;{2350915023,}
2350914936;{2350915338,}
2350915023;{2350915338,2350915560,2350914695,}
2350915129;{392981671,392981672,}
2350915335;{4078030455,392981671,}
2350915338;{2350915023,2350915339,2350914936,}
2350915339;{392981198,2350918034,2350915338,}
2350915560;{2350918127,2350915023,}
2350918034;{2350915339,}
2350918127;{392981777,2350915560,}
2351182993;{1306991496,1306991497,}
2351182994;{1306980487,1306980486,1306980534,}
2351183078;{609556999,607989839,}
2351183081;{607989839,609557000,}
2351183089;{2351183091,}
2351183091;{2350912849,2351183089,}
2351183098;{2351183101,2350912849,2351183112,}
2351183101;{2351183103,2351183098,}
2351183103;{2351183107,2351183101,2351183934,}
2351183107;{1306980462,2351183103,2351184016,}
2351183112;{2351183098,}
2351183934;{2351183103,}
2351184016;{2351183107,}
2351184909;{2324326887,}
2351185354;{1407050786,1730695867,}
2351185439;{3379680194,607989841,}
2351185672;{2351186409,1730695889,}
2351186308;{1730695867,392982476,2351186357,}
2351186357;{2351186409,2351186308,}
2351186409;{2351185672,2351186357,1730696121,}
2351187169;{1730696301,2351187324,}
2351187294;{2351187324,1730696519,2351187573,}
2351187324;{2351187354,2351187294,2351187169,}
2351187354;{1730696602,2351187324,}
2351187573;{2351187294,}
2351187912;{2351187940,1730696734,}
2351187940;{392981168,2351187912,}
2351187983;{392981168,1693552193,}
2353316392;{2141086090,1295341817,3149649384,}
2353316446;{544131419,370948754,}
2353316597;{610993908,3014934764,}
2353519303;{1730696433,392981030,2353519460,}
2353519317;{1730696449,1730696470,}
2353519368;{2353519460,}
2353519460;{2353519303,2353519368,2353519512,}
2353519498;{1730696730,392981042,}
2353519512;{2353519573,2353519460,2353519552,}
2353519525;{2353519552,392981042,}
2353519552;{2353519525,1730696771,2353519512,}
2353519573;{2353519512,}
2353519657;{1730696952,1730696855,2353519699,}
2353519677;{1730696771,2353519724,2353519726,}
2353519699;{2353519657,2353519745,}
2353519724;{2353519677,392981007,}
2353519726;{2353519677,}
2353519745;{2353519699,}
2353519750;{392981416,392981423,}
2353521344;{392981137,392981134,3407268249,}
2354399775;{392981187,2389468842,}
2370339580;{2371482288,2370339594,}
2370339592;{2371482287,2370339597,}
2370339594;{2370339580,2371482287,}
2370339597;{2370339592,2371482286,}
2370339599;{392979933,2371482288,430569546,}
2370345263;{3772832709,}
2371482277;{1295341844,3274933789,}
2371482281;{1296575382,1686987262,2467692224,}
2371482286;{2370339597,392980032,}
2371482287;{2370339594,2370339592,}
2371482288;{2370339599,2370339580,}
2371482289;{430569539,392979644,2371482290,}
2371482290;{2371482289,}
2389467288;{2389467307,529279063,}
2389467307;{392981168,2389467288,}
2389467326;{1921512354,1921512351,}
2389467343;{1921512342,392981025,1730696529,}
2389467451;{1693552185,}
2389467507;{2389467662,}
2389467662;{1693552185,1693552194,2389467507,}
2389467817;{2389467896,1693552194,}
2389467896;{2389467939,2389467817,}
2389467939;{2389468087,2389467896,}
2389468087;{2389467939,}
2389468175;{1693552207,1693552214,}
2389468539;{2389468733,}
2389468573;{392981017,2389468719,2389468608,}
2389468608;{2389468747,609607042,2389468573,}
2389468656;{2389468842,}
2389468719;{2389468573,392980977,}
2389468733;{1693552219,392981187,2389468539,}
2389468747;{392980977,2389468608,}
2389468842;{2354399775,1693552258,2389468656,}
2391460687;{606489475,392984636,}
2391460690;{2391460700,}
2391460695;{392985191,606351398,}
2391460696;{392984635,392985739,}
2391460698;{606351403,606351405,606489475,}
2391460700;{2391460690,392984630,392985753,}
2391460703;{1145304569,1163490185,}
2391460705;{1168324430,392985191,606351402,}
2391460706;{1146793893,606489511,}
2391460710;{606489513,606489511,}
2391460711;{606489513,2314319891,}
2392578667;{2392746905,2392746868,}
2392578669;{2392746874,2392746918,}
2392578670;{2392746868,3099196029,}
2392578674;{2392746879,2392746920,}
2392746854;{2392746857,2392746856,}
2392746855;{2392746872,2392746864,}
2392746856;{2392746854,2416491718,}
2392746857;{2392746862,2392746854,}
2392746858;{2430814940,2938709841,2907095374,}
2392746859;{2392746860,2392746916,}
2392746860;{3099196029,2392746859,2392746870,}
2392746861;{2392746912,2392746881,}
2392746862;{2392746864,2392746857,}
2392746864;{2907095374,2392746862,2392746855,}
2392746866;{1744450398,2907095373,2938709839,}
2392746868;{2392578667,2392578670,}
2392746870;{2392746860,2392746889,}
2392746872;{2392746885,2392746855,}
2392746874;{2392746924,2392578669,}
2392746875;{2392746889,2392746895,2392746887,}
2392746877;{2392746883,2392746879,}
2392746879;{2392746877,2392578674,}
2392746881;{4842666262,4268732141,2392746861,}
2392746883;{2392746897,2392746877,}
2392746885;{3099196029,2392746872,}
2392746887;{2392746875,2416491718,}
2392746889;{2392746870,2392746875,}
2392746891;{2392746920,2392746907,}
2392746895;{2392746875,}
2392746897;{2392746907,2392746883,2392746910,}
2392746899;{4842666262,2392746914,}
2392746901;{2938709833,1744450257,2908428135,}
2392746905;{2392746912,2392578667,}
2392746907;{2392746891,2392746897,}
2392746910;{2392746897,2392746924,}
2392746912;{2392746861,2392746905,}
2392746914;{2392746899,4268732131,}
2392746916;{2392746859,}
2392746918;{2392578669,2908428135,}
2392746920;{2392578674,2392746891,4268732138,}
2392746924;{2392746910,2392746874,}
2395036201;{3635886388,2395036208,}
2395036208;{2395036201,2395036211,}
2395036211;{2395036208,392987123,}
2395838284;{3757956961,546920548,}
2395838285;{1468343453,546920545,}
2395838286;{1784374315,1784374501,}
2395911790;{2395911842,}
2395911842;{2395911790,2395911881,}
2395911881;{3635886361,2476333563,2395911842,}
2395911898;{1784396431,}
2395911991;{392981346,4249271063,3240086621,}
2395912004;{3240087461,392981346,}
2395912025;{2395912026,}
2395912026;{2395912050,2395912025,2395912034,}
2395912034;{2395912026,2395912238,}
2395912050;{2395912026,2395912237,}
2395912237;{2395912050,2395912253,}
2395912238;{2395912034,2395912242,}
2395912242;{2395912238,392980683,}
2395912253;{2395912237,2395912327,}
2395912262;{2395912267,392981217,}
2395912265;{392981217,392981215,}
2395912267;{392981201,392981199,2395912262,}
2395912325;{392982935,3240087538,2395912342,}
2395912327;{2395912253,}
2395912341;{4217498791,}
2395912342;{2395912325,}
2395912345;{2395912357,2395912356,}
2395912347;{3240087540,392981349,}
2395912352;{2395912357,}
2395912356;{2395912345,3240087542,}
2395912357;{2395912352,2395912345,}
2395912367;{432175699,392980681,3240087543,}
2395912375;{3240087678,}
2395912383;{3240087691,}
2395912384;{2395912397,2395912406,}
2395912387;{392981330,392981349,2395912435,}
2395912389;{3240087548,3240087549,}
2395912397;{3240087554,2395912384,}
2395912405;{392980681,432175723,3240087554,}
2395912406;{3240087666,4217498791,2395912384,}
2395912430;{432175723,4308432533,3240087666,}
2395912431;{1784397069,3240087668,}
2395912433;{2395912438,2882880474,}
2395912435;{2395912387,}
2395912437;{1784374382,2395912445,}
2395912438;{546920539,2395912433,}
2395912443;{4308432533,2395912448,3240087678,}
2395912445;{2395912437,1784374501,}
2395912446;{546920539,546920534,}
2395912448;{2395912443,2142212932,3240087691,}
2395912457;{546920548,546920545,}
2395912629;{392987644,392987643,}
2395938335;{2395938338,2395938341,}
2395938338;{2395938380,2395938335,}
2395938341;{2395938335,2395938365,}
2395938365;{2395938341,}
2395938366;{2395938392,}
2395938369;{2395938386,}
2395938372;{2395938375,2395938377,}
2395938375;{2395938387,2395938372,}
2395938376;{2395938391,}
2395938377;{2395938372,3242170699,}
2395938380;{2938709587,2395938383,2395938338,}
2395938381;{2395938384,2395938399,}
2395938383;{2395938416,2395938380,2395938392,}
2395938384;{3242170699,2395938387,2395938381,}
2395938386;{2395938369,2395938396,}
2395938387;{2395938375,2395938391,2395938384,}
2395938391;{2395938376,2395938387,}
2395938392;{2395938366,392987663,2395938383,}
2395938395;{2395938396,392987663,}
2395938396;{2395938386,392987657,2395938395,}
2395938399;{2395938381,2395938408,}
2395938401;{2395938409,2395938402,}
2395938402;{2395938401,2395938411,}
2395938408;{392987896,392987905,2395938399,}
2395938409;{2395938411,392987896,2395938401,}
2395938411;{392987898,2395938409,2395938402,}
2395938412;{2395938414,392987653,}
2395938414;{2395938415,2395938412,}
2395938415;{392987914,432188289,2395938414,}
2395938416;{2395938383,}
2395938418;{392987663,}
2395938424;{2142297774,3435353264,}
2396496774;{607989843,2396496775,}
2396496775;{2396496774,2396496779,}
2396496776;{607989844,606694335,2396496777,}
2396496777;{2396496776,2396496778,}
2396496778;{2396496777,2399320098,}
2396496779;{2396496775,}
2398567294;{1163490164,607411281,2398567296,}
2398567296;{2398567294,}
2398567298;{1950697419,}
2399320098;{2396496778,607989843,2399320102,}
2399320102;{2399320123,2399320098,}
2399320117;{2399320132,606694335,}
2399320123;{2399320102,}
2399320132;{2399320136,2399320117,}
2399320136;{2399320132,}
2399320147;{606694358,2324320852,}
2399320149;{1557921653,2399320153,}
2399320151;{2324320852,2399320157,2399320165,}
2399320153;{2399320149,2399320159,}
2399320155;{2399320161,}
2399320157;{2399320163,2399320151,}
2399320159;{2399320153,2399320165,}
2399320161;{2399320155,2324320903,2399320167,}
2399320163;{2399320167,2399320157,}
2399320165;{2399320159,2399320151,2399320169,}
2399320167;{2399320161,2399320163,}
2399320169;{2399320165,3271059236,}
2401365672;{2401365682,}
2401365682;{2401365672,2401365687,}
2401365687;{2317888591,392980971,2401365682,}
2401365775;{2317888593,2317888591,}
2401366198;{2401366233,536508194,2401366533,}
2401366233;{392987497,2401366198,}
2401366371;{2401366410,}
2401366410;{2401366371,2401366533,}
2401366533;{2401366198,2401366410,2401366739,}
2401366655;{2401366689,392987497,}
2401366689;{2401366739,2401366655,}
2401366702;{392987200,2401366737,3135017796,}
2401366733;{3135017796,2401366735,}
2401366735;{2401366733,2401366746,}
2401366737;{392987197,2401366702,}
2401366739;{2401366533,2401366745,2401366689,}
2401366745;{2401366753,2401366777,2401366739,}
2401366746;{2401366735,}
2401366749;{2401366766,443211142,}
2401366752;{392987179,}
2401366753;{2401366745,}
2401366758;{2401366763,}
2401366761;{392987182,392987197,}
2401366763;{2401366758,2401366768,}
2401366766;{392987838,2401366749,}
2401366768;{2401366763,2317888608,}
2401366770;{2401366795,}
2401366771;{2401366785,}
2401366777;{2401366780,2401366745,}
2401366778;{392987182,392987180,}
2401366780;{2401366784,2401366777,}
2401366783;{2401366786,}
2401366784;{2401366780,}
2401366785;{2401366771,2401366786,}
2401366786;{2401366785,2401366783,2401366788,}
2401366787;{392987180,392987179,2401366790,}
2401366788;{2401366786,3135017813,}
2401366789;{392987179,392987177,}
2401366790;{2401366794,2401366787,}
2401366791;{392987838,392987174,3135017813,}
2401366794;{2401366790,}
2401366795;{392987177,2313907599,2401366770,}
2401366796;{392987852,5107258483,}
2401366798;{2401366799,392987177,}
2401366799;{2401366800,2401366798,}
2401366800;{2401366799,}
2402605605;{392980285,392980283,2402605617,}
2402605617;{2402605605,}
2402605619;{2402605624,}
2402605621;{2412910965,2402605631,}
2402605624;{2402605619,2402605628,}
2402605626;{2402605631,2402605640,}
2402605628;{2402605624,3271069894,}
2402605631;{2402605642,2402605621,2402605626,}
2402605633;{2402605638,2280669759,}
2402605638;{2402605633,}
2402605640;{2402605626,}
2402605641;{392980297,392980309,3227861667,}
2402605642;{2412910966,2402605631,}
2402605643;{2402605644,}
2402605644;{2402605643,2402605645,}
2402605645;{2402605644,2412910967,}
2407164022;{392987960,392987802,2407164024,}
2407164024;{2407164022,2407164027,}
2407164027;{2407164024,2407164028,}
2407164028;{392987969,392987970,2407164027,}
2408091904;{1760875662,2881628871,3099864254,}
2408091907;{3141315575,2915615519,2441622400,}
2408091908;{3135042380,3135042395,2960592370,}
2408091910;{2408091912,3141315585,2408091916,}
2408091911;{2408091913,2915615518,}
2408091912;{2408091910,}
2408091913;{2408091917,2408091918,2408091911,}
2408091915;{2408091916,2408091917,}
2408091916;{3141315631,2408091910,2408091915,}
2408091917;{2408091915,2408091913,}
2408091918;{2408091913,}
2408093941;{2408093942,}
2408093942;{2408093941,2408093943,2450643341,}
2408093943;{2408093942,}
2408096154;{1295703853,2408096155,1272684843,}
2408096155;{2408096154,392980376,3099865019,}
2408096156;{1272684787,1272684822,3099865019,}
2408097637;{4021015392,2800307107,}
2408097638;{2408097639,2882880466,}
2408097639;{2408097638,}
2408097640;{2670260426,2881612520,2882880466,}
2408097641;{2408097642,2917020071,}
2408097642;{2408097641,2408097643,}
2408097643;{2408097642,1721429258,2917020057,}
2410349152;{458103780,457472823,}
2412830766;{392987246,2422483345,2412830768,}
2412830767;{2412830768,2412830769,}
2412830768;{2412830766,2412830767,}
2412830769;{2412830767,4535675937,}
2412830770;{4535675937,2412830771,}
2412830771;{2412830770,4535675938,}
2412830772;{4535675938,2412830773,}
2412830773;{2412830772,3130902673,}
2412830774;{2459063078,3130902686,3130902673,}
2412830834;{2412830835,1735983097,}
2412830835;{2412830834,}
2412832888;{392986044,392986041,}
2412832893;{1687343194,2678613549,2680057822,}
2412832896;{392986035,1464549243,2412832902,}
2412832902;{2412832896,2680057822,}
2412833487;{2412833488,}
2412833488;{2412833487,2412833489,}
2412833489;{1295341874,1830377321,2412833488,}
2412833666;{2412833667,}
2412833667;{2412833666,2412833668,}
2412833668;{1307784759,1307784760,2412833667,}
2412837832;{2504047032,442407546,2412837833,}
2412837833;{2412837834,2412837832,}
2412837834;{2412837835,2412837833,}
